| 참고문헌 | 상태 | HTTP | GitHub 미러 | URL |
| ref-513 | 정책 차단 | 403 | - | https://github.com/opendatalab/OmniDocBench |
| ref-514 | 정책 차단 | - | - | https://link.springer.com/chapter/10.1007/978-3-032-19096-3_30 |
| ref-515 | 정책 차단 | - | - | https://link.springer.com/chapter/10.1007/978-981-92-1468-6_21 |
| ref-516 | 정책 차단 | - | - | https://www.kssn.net/search/stddetail.do?itemNo=K001010140724 |
| ref-517 | 정책 차단 | - | - | https://www.nist.gov/programs-projects/digital-twins-advanced-manufacturing |
| ref-518 | 정책 차단 | - | - | https://www.iso.org/standard/87426.html |
| ref-519 | 정책 차단 | - | - | https://www.mt.co.kr/economy/2026/07/28/2026072809211448284 |
| ref-520 | 정책 차단 | - | - | https://www.sciencedirect.com/science/article/pii/S2351978920320990 |
| ref-521 | 정책 차단 | - | - | https://www.sciencedirect.com/science/article/abs/pii/S0360835223007921 |
| ref-522 | 정책 차단 | - | - | https://www.sciencedirect.com/science/article/abs/pii/S0360835220307646 |
| ref-523 | 정책 차단 | 403 | - | https://github.com/open-rmf/rmf_simulation |
| ref-524 | 정책 차단 | 403 | - | https://github.com/OpenFactoryTwin/ofact |
| ref-525 | 정책 차단 | - | - | https://dl.acm.org/doi/abs/10.5555/1516744.1516780 |
| ref-526 | 정책 차단 | - | - | https://www.cjlogistics.com/ko/newsroom/news/NR_00000905 |
| ref-527 | 정책 차단 | - | - | https://blogs.nvidia.com/blog/mega-omniverse-blueprint |
| ref-528 | 정책 차단 | - | 열림(원문) | https://pages.nist.gov/ARIAC_docs/en/latest/pages/challenges.html |
| ref-529 | 정책 차단 | - | 열림(원문) | https://pages.nist.gov/ARIAC_docs/en/latest/pages/scoring.html |
| ref-530 | 정책 차단 | - | - | https://www.sciencedirect.com/science/article/pii/S0360835224006314 |
| ref-531 | 정책 차단 | - | - | https://arxiv.org/abs/2607.05683 |
| ref-532 | 정책 차단 | - | - | https://www.sciencedirect.com/science/article/abs/pii/S1569190X2030085X |
| ref-533 | 정책 차단 | - | - | https://www.sciencedirect.com/science/article/abs/pii/S0377221723004770 |
| ref-534 | 정책 차단 | - | - | https://www.sciencedirect.com/science/article/pii/S0305054821002586 |
| ref-535 | 정책 차단 | - | - | https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART003107904 |
| ref-536 | 정책 차단 | 403 | 열림(원문) | https://github.com/open-rmf/rmf_traffic/blob/main/rmf_traffic/include/rmf_traffic/agv/Graph.hpp |
| ref-537 | 정책 차단 | 403 | 열림(원문) | https://github.com/open-rmf/rmf_ros2/blob/main/rmf_fleet_adapter/include/rmf_fleet_adapter/agv/RobotUpdateHandle.hpp |
| ref-538 | 정책 차단 | 403 | - | https://github.com/open-rmf/rmf_reservation |
| ref-539 | 정책 차단 | 403 | - | https://github.com/askforalfred/alfred |
| ref-540 | 정책 차단 | - | - | https://openaccess.thecvf.com/content_CVPR_2020/html/Shridhar_ALFRED_A_Benchmark_for_Interpreting_Grounded_Instructions_for_Everyday_Tasks_CVPR_2020_paper.html |
| ref-541 | 정책 차단 | 403 | - | https://github.com/lbaa2022/LLMTaskPlanning |
| ref-542 | 정책 차단 | - | - | https://arxiv.org/abs/2402.08178 |
| ref-543 | 정책 차단 | 403 | - | https://github.com/alexa/teach |
| ref-544 | 정책 차단 | - | - | https://arxiv.org/abs/2409.20560 |
| ref-545 | 정책 차단 | 403 | - | https://github.com/sonos/nlu-benchmark/tree/master/2017-06-custom-intent-engines |
| ref-546 | 정책 차단 | - | - | https://aihub.or.kr/aihubdata/data/view.do?dataSetSn=71547 |
| ref-547 | 정책 차단 | - | - | https://arxiv.org/abs/2502.09238 |
| ref-548 | 정책 차단 | - | - | https://hv.diva-portal.org/smash/get/diva2:2080486/FULLTEXT01.pdf |
| ref-549 | 정책 차단 | - | - | https://www.ros.org/reps/rep-2000.html |
| ref-550 | 정책 차단 | 403 | 열림(원문) | https://github.com/admin-shell-io/id/blob/master/idta/SoftwareNameplate/1/0/README.md |
| ref-551 | 정책 차단 | - | - | https://www.iso.org/standard/71194.html |
| ref-552 | 정책 차단 | - | - | https://www.iso.org/standard/83053.html |
| ref-553 | 정책 차단 | - | - | https://link.springer.com/article/10.1007/s11431-024-2810-2 |
| ref-554 | 정책 차단 | - | - | https://webstore.iec.ch/en/publication/22811 |
| ref-555 | 정책 차단 | - | - | https://eur-lex.europa.eu/eli/reg/2023/1230/oj/eng |
| ref-556 | 정책 차단 | 403 | - | https://github.com/aws-samples/ros2-ota-firmware-updates |
| ref-557 | 정책 차단 | - | - | https://m.news.nate.com/view/20260723n24828 |
| ref-558 | 정책 차단 | - | - | https://www.korua.or.kr/inspect/inspectInfo.do |
| ref-559 | 정책 차단 | - | - | https://doc.safetics.io/insight-risk-assessment/ |
| ref-560 | 정책 차단 | - | - | https://www.iso.org/standard/73934.html |
| ref-561 | 정책 차단 | - | - | https://www.korea.kr/news/policyNewsView.do?newsId=148935814 |
| ref-562 | 정책 차단 | - | - | https://www.law.go.kr/%EB%B2%95%EB%A0%B9/%EC%82%B0%EC%97%85%EC%95%88%EC%A0%84%EB%B3%B4%EA%B1%B4%EA%B8%B0%EC%A4%80%EC%97%90%EA%B4%80%ED%95%9C%EA%B7%9C%EC%B9%99/(20230701,00367,20221018)/%EC%A0%9C223%EC%A1%B0 |
| ref-563 | 정책 차단 | - | - | https://arxiv.org/abs/2502.20693 |
| ref-564 | 정책 차단 | - | - | https://ieeexplore.ieee.org/document/8910126/ |
| ref-565 | 정책 차단 | - | - | https://www.sciencedirect.com/science/article/abs/pii/S0951832023000534 |
| ref-566 | 정책 차단 | - | - | https://standards.iteh.ai/catalog/standards/cen/74a41162-9d84-4410-a8a3-606630770ab9/en-iso-12100-2010 |
| ref-567 | 정책 차단 | 403 | - | https://github.com/open-rmf/rmf/issues/658 |
| ref-568 | 정책 차단 | - | - | https://www.kssn.net/search/stddetail.do?itemNo=K001010113282 |
| ref-569 | 정책 차단 | 403 | 열림(원문) | https://github.com/open-rmf/rmf_internal_msgs/blob/main/rmf_fleet_msgs/msg/LaneRequest.msg |
| ref-570 | 정책 차단 | 403 | 열림(원문) | https://github.com/ros-navigation/navigation2/blob/main/nav2_route/README.md |
| ref-571 | 정책 차단 | - | - | https://arxiv.org/abs/2402.18174 |
| ref-572 | 정책 차단 | - | - | https://link.springer.com/chapter/10.1007/978-3-031-85859-8_5 |
| ref-573 | 정책 차단 | - | 열림(공식 산출물) | https://ifc43-docs.standards.buildingsmart.org/IFC/RELEASE/IFC4x3/HTML/lexical/Pset_DoorCommon.htm |
| ref-574 | 정책 차단 | - | 열림(공식 산출물) | https://standards.buildingsmart.org/IFC/RELEASE/IFC4_3/HTML/lexical/Pset_StairCommon.htm |
| ref-575 | 정책 차단 | - | - | https://www.frontiersin.org/journals/robotics-and-ai/articles/10.3389/frobt.2025.1546894/full |
| ref-576 | 정책 차단 | - | - | https://arxiv.org/abs/2601.10340 |
| ref-577 | 정책 차단 | - | - | https://arxiv.org/abs/2606.00117 |
| ref-578 | 정책 차단 | - | - | https://www.kci.go.kr/kciportal/landing/article.kci?arti_id=ART002903574 |
| ref-579 | 정책 차단 | - | 열림(원문) | https://design.ros2.org/articles/ros2_access_control_policies.html |
| ref-580 | 정책 차단 | - | 열림(원문) | https://design.ros2.org/articles/ros2_security_enclaves.html |
| ref-581 | 정책 차단 | - | - | https://mosquitto.org/man/mosquitto-conf-5.html |
| ref-582 | 정책 차단 | - | - | https://csrc.nist.gov/pubs/sp/800/82/r3/final |
| ref-583 | 정책 차단 | - | - | https://www.cisa.gov/news-events/ics-advisories/icsa-21-280-02 |
| ref-584 | 정책 차단 | - | - | https://webstore.ansi.org/standards/csa/csaiec624432017-2442576 |
| ref-585 | 정책 차단 | - | - | https://www.mdpi.com/2624-800X/6/2/52 |
| ref-586 | 정책 차단 | - | - | https://arxiv.org/abs/2402.01817 |
| ref-587 | 정책 차단 | - | - | https://www.law.go.kr/lsEfInfoP.do?lsiSeq=195062 |
| ref-588 | 정책 차단 | - | - | https://www.kimchang.com/ko/insights/detail.kc?sch_section=4&idx=30477 |
| ref-589 | 정책 차단 | - | - | https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=105636 |
| ref-590 | 정책 차단 | - | - | https://kisa.or.kr/2060205/form?lang_type=KO&page=&postSeq=36 |
| ref-591 | 정책 차단 | - | - | https://digital-strategy.ec.europa.eu/en/policies/cra-summary |
| ref-592 | 정책 차단 | - | - | https://arxiv.org/abs/2602.22465 |
| ref-593 | 정책 차단 | - | - | https://arxiv.org/abs/2508.15204 |
| ref-594 | 정책 차단 | - | - | https://arxiv.org/abs/2608.00991 |
| ref-595 | 정책 차단 | - | - | https://arxiv.org/abs/2503.01877 |
| ref-596 | 정책 차단 | 403 | - | https://github.com/teshnizi/OptiMUS |
| ref-597 | 정책 차단 | - | - | https://arxiv.org/abs/2407.19633 |
| ref-598 | 정책 차단 | - | - | https://arxiv.org/abs/2512.14138 |
| ref-599 | 정책 차단 | - | - | https://arxiv.org/abs/1807.00048 |
| ref-600 | 정책 차단 | - | - | https://www.computer.org/csdl/proceedings-article/icst/2020/09159069/1m3oOVjQnIc |
| ref-601 | 정책 차단 | 403 | - | https://github.com/reeceholland/ros2_fault_injection |
| ref-602 | 정책 차단 | 403 | - | https://github.com/autonomy-and-verification-uol/ROSMonitoring |
| ref-603 | 정책 차단 | - | - | https://idm-lab.org/bib/abstracts/Koen24p.html |
| ref-604 | 정책 차단 | - | - | https://arxiv.org/abs/2602.15721 |
| ref-605 | 정책 차단 | - | - | https://www.nist.gov/programs-projects/astm-committee-f45-driverless-automatic-guided-industrial-vehicles |
| ref-606 | 정책 차단 | - | - | https://www.kssn.net/search/stddetail.do?itemNo=K001010113281 |
| ref-607 | 정책 차단 | - | - | https://kiria.org/rp/kiria/tva/inr/page.dn |
| ref-608 | 정책 차단 | - | - | https://ottomotors.com/company/newsroom/press-releases/otto-adds-vda-5050-certifications-to-support-mixed-fleet-deployments/ |
| ref-609 | 정책 차단 | - | - | https://link.springer.com/chapter/10.1007/978-3-032-26204-2_16 |
| ref-610 | 정책 차단 | - | - | https://arxiv.org/abs/2605.27566 |
| ref-611 | 정책 차단 | - | - | https://arxiv.org/abs/2605.29262 |
| ref-612 | 정책 차단 | - | - | https://arxiv.org/abs/2608.09343 |
| ref-613 | 정책 차단 | - | - | https://arxiv.org/abs/2512.14417 |
| ref-614 | 정책 차단 | - | - | https://arxiv.org/abs/2509.18180 |
| ref-615 | 정책 차단 | - | - | https://link.springer.com/article/10.1007/s10844-025-00940-w |
| ref-616 | 정책 차단 | - | - | https://arxiv.org/abs/2605.15486 |
| ref-617 | 정책 차단 | - | - | https://nist.gov/news-events/news/2023/01/nist-risk-management-framework-aims-improve-trustworthiness-artificial |
| ref-618 | 정책 차단 | - | - | https://www.iso.org/standard/42001 |
| ref-619 | 정책 차단 | - | - | https://www.iso.org/standard/77304.html |
| ref-620 | 정책 차단 | - | - | https://www.law.go.kr/lsInfoP.do?lsiSeq=268543 |
| ref-621 | 정책 차단 | - | - | https://digital-strategy.ec.europa.eu/en/policies/regulatory-framework-ai |
| ref-622 | 정책 차단 | - | - | https://arxiv.org/abs/2209.07753 |
| ref-623 | 정책 차단 | - | - | https://arxiv.org/abs/2209.05738 |
| ref-624 | 정책 차단 | - | - | https://papers.nips.cc/paper/5656-hidden-technical-debt-in-machine-learning-systems |
| ref-625 | 정책 차단 | - | - | https://research.google/pubs/the-ml-test-score-a-rubric-for-ml-production-readiness-and-technical-debt-reduction/ |
| ref-626 | 정책 차단 | - | - | https://mlflow.org/docs/latest/ml/model-registry/ |
| ref-627 | 정책 차단 | - | - | https://www.mt.co.kr/industry/2026/09/19/2026091818023697394 |
| ref-628 | 정책 차단 | - | - | https://link.springer.com/article/10.1007/s12541-026-01598-2 |
| ref-629 | 정책 차단 | 403 | - | https://github.com/malerinc/slapstack |
| ref-630 | 정책 차단 | - | - | https://www.researchgate.net/publication/235719405_TIME-CONSUMPTION_ANALYSIS_OF_INPUT_DATA_ACTIVITIES_IN_DISCRETE_EVENT_SIMULATION_PROJECTS |
| ref-631 | 정책 차단 | - | - | https://pmc.ncbi.nlm.nih.gov/articles/PMC4730674/ |
| ref-632 | 정책 차단 | - | - | https://www.sciencedirect.com/science/article/pii/S2405896324015374 |
| ref-633 | 정책 차단 | - | - | https://arxiv.org/abs/2402.03602 |
| ref-634 | 정책 차단 | 403 | 열림(원문) | https://github.com/VDA5050/VDA5050 |
| ref-635 | 정책 차단 | - | - | https://semver.org/spec/v2.0.0.html |
| ref-636 | 정책 차단 | - | - | https://eur-lex.europa.eu/eli/reg/2023/2854/oj/eng |
| ref-637 | 오류 | - | - | https://www.law.go.kr/법령/산업디지털전환촉진법/(18692,20220104) |
| ref-638 | 정책 차단 | - | - | https://spri.kr/posts/view/23480?code=industry_trend |
| ref-639 | 정책 차단 | 403 | - | https://github.com/openrobotics/osra-policies-and-procedures |
| ref-640 | 정책 차단 | 403 | 열림(원문) | https://github.com/open-rmf/rmf_building_map_msgs/blob/main/rmf_building_map_msgs/msg/GraphEdge.msg |
| ref-641 | 정책 차단 | - | - | https://arxiv.org/abs/2003.12924 |
| ref-642 | 정책 차단 | - | - | https://doi.org/10.3390/ijgi11020076 |
| ref-643 | 정책 차단 | - | - | https://arxiv.org/abs/2403.08094 |
| ref-644 | 정책 차단 | 403 | 열림(원문) | https://github.com/ros-navigation/navigation2/blob/main/nav2_costmap_2d/README.md |
| ref-645 | 정책 차단 | - | - | https://docs.nav2.org/tutorials/docs/navigation2_with_keepout_filter.html |
| ref-646 | 정책 차단 | - | - | https://ieeexplore.ieee.org/document/11019519/ |
| ref-647 | 정책 차단 | - | - | https://link.springer.com/article/10.1007/s41693-023-00112-8 |
| ref-648 | 정책 차단 | - | - | https://www.mdpi.com/1424-8220/21/7/2263 |
| ref-649 | 정책 차단 | 403 | 열림(원문) | https://github.com/ros-navigation/navigation2/blob/main/nav2_costmap_2d/include/nav2_costmap_2d/obstacle_layer.hpp |
| ref-650 | 정책 차단 | 403 | - | https://github.com/MigVega/SLAM2REF |
| ref-651 | 정책 차단 | - | - | https://www.sciencedirect.com/science/article/abs/pii/S1474034609000482 |
| ref-652 | 정책 차단 | - | - | https://www.mdpi.com/1424-8220/23/13/6066 |
| ref-653 | 정책 차단 | - | - | https://link.springer.com/chapter/10.1007/978-3-319-67190-1_19 |
| ref-654 | 정책 차단 | - | - | https://arxiv.org/abs/2307.00488 |
| ref-655 | 정책 차단 | - | - | https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART003077202 |
| ref-656 | 정책 차단 | 403 | 열림(원문) | https://github.com/open-rmf/rmf_ros2/blob/main/rmf_task_ros2/src/rmf_task_ros2/Dispatcher.cpp |
| ref-657 | 정책 차단 | 403 | 열림(원문) | https://github.com/open-rmf/rmf_ros2/blob/main/rmf_task_ros2/include/rmf_task_ros2/bidding/Auctioneer.hpp |
| ref-658 | 정책 차단 | 403 | 열림(원문) | https://github.com/RasaHQ/rasa/blob/main/docs/docs/fallback-handoff.mdx |
| ref-659 | 정책 차단 | - | - | https://ojs.aaai.org/index.php/ICAPS/article/view/13421 |
| ref-660 | 정책 차단 | - | - | https://arxiv.org/abs/1903.08218 |
| ref-661 | 정책 차단 | - | - | https://arxiv.org/abs/2308.12923 |
| ref-662 | 정책 차단 | - | - | https://arxiv.org/abs/2410.08408 |
| ref-663 | 정책 차단 | - | - | https://arxiv.org/abs/2402.06529 |
| ref-664 | 정책 차단 | - | - | https://arxiv.org/abs/2511.08798 |
| ref-665 | 정책 차단 | - | - | https://arxiv.org/abs/2404.11817 |
| ref-666 | 정책 차단 | 403 | - | https://github.com/munawarkazmi/plan-failure-bench |
| ref-667 | 정책 차단 | 403 | 열림(원문) | https://github.com/open-rmf/rmf_building_map_msgs/blob/main/rmf_building_map_msgs/msg/Lift.msg |
| ref-668 | 정책 차단 | 403 | - | https://github.com/axelpale/nudged |
| ref-669 | 정책 차단 | - | - | https://ieeexplore.ieee.org/document/88573/ |
| ref-670 | 정책 차단 | - | - | https://standards.iteh.ai/catalog/standards/iso/f772b16e-582a-4ed4-9f79-0a80ad376f40/iso-fdis-21423 |
| ref-671 | 정책 차단 | - | - | https://link.springer.com/article/10.1007/s10514-008-9097-4 |
| ref-672 | 정책 차단 | - | - | https://ieeexplore.ieee.org/document/7889504/ |
| ref-673 | 정책 차단 | - | - | https://arxiv.org/abs/1911.07432 |
| ref-674 | 정책 차단 | - | - | https://arxiv.org/abs/2606.08214 |
| ref-675 | 정책 차단 | - | - | https://www.mdpi.com/2504-4990/8/1/22 |
| ref-676 | 정책 차단 | 403 | - | https://github.com/DrejcPesjak/minigrid-crewai |
| ref-677 | 정책 차단 | - | - | https://arxiv.org/abs/2511.22354 |
| ref-678 | 정책 차단 | - | - | https://link.springer.com/article/10.1007/s11370-025-00676-0 |
| ref-679 | 정책 차단 | - | - | https://www.law.go.kr/%ED%96%89%EC%A0%95%EA%B7%9C%EC%B9%99/%EC%8B%A4%EB%82%B4%EA%B3%B5%EA%B0%84%EC%A0%95%EB%B3%B4%EA%B5%AC%EC%B6%95%EC%9E%91%EC%97%85%EA%B7%9C%EC%A0%95/(2021-1445,20211224) |
| ref-680 | 정책 차단 | 403 | 열림(원문) | https://github.com/open-rmf/rmf_api_msgs/blob/main/rmf_api_msgs/schemas/skip_phase_request.json |
| ref-681 | 정책 차단 | - | - | https://reference.opcfoundation.org/ISA95JOBCONTROL/v200/docs/6 |
| ref-682 | 정책 차단 | - | - | https://link.springer.com/article/10.1023/A:1022235519958 |
| ref-683 | 정책 차단 | - | - | https://pubsonline.informs.org/doi/10.1287/mnsc.33.9.1137 |
| ref-684 | 정책 차단 | - | - | https://arxiv.org/abs/2604.00892 |
| ref-685 | 정책 차단 | 403 | 열림(원문) | https://github.com/RasaHQ/rasa-calm-demo/blob/main/data/flows/patterns.yml |
| ref-686 | 정책 차단 | - | - | https://www.koreascience.kr/article/JAKO202519736002981.page |
| ref-687 | 정책 차단 | - | - | https://docs.ifcopenshell.org/ifcdiff.html |
| ref-688 | 정책 차단 | 403 | 열림(원문) | https://github.com/open-rmf/rmf_building_map_msgs/blob/main/rmf_building_map_msgs/msg/BuildingMap.msg |
| ref-689 | 정책 차단 | - | - | https://ukbimframework.org/wp-content/uploads/2020/09/Guidance-Part-C_Facilitating-the-common-data-environment-workflow-and-technical-solutions_Edition-1.pdf |
| ref-690 | 정책 차단 | - | - | https://biblus.accasoftware.com/en/container-information-states-iso-19650-wip-shared-published-archived/ |
| ref-691 | 정책 차단 | - | - | https://koreascience.kr/article/JAKO202309243229252.pdf |
| ref-692 | 정책 차단 | - | - | https://arxiv.org/abs/2312.14931 |
| ref-693 | 정책 차단 | - | - | https://www.sciencedirect.com/science/article/pii/S0926580523003230 |
| ref-694 | 정책 차단 | - | - | https://node-robotics.com/solutions/node-fleet-autonomy-services/nodemaps |
| ref-695 | 정책 차단 | 403 | 열림(원문) | https://github.com/OWASP/www-project-top-10-for-large-language-model-applications/blob/main/2_0_vulns/LLM06_ExcessiveAgency.md |
| ref-696 | 정책 차단 | 403 | 열림(원문) | https://github.com/modelcontextprotocol/modelcontextprotocol/blob/main/docs/specification/2025-06-18/server/tools.mdx |
| ref-697 | 정책 차단 | - | - | https://docs.langchain.com/oss/python/langchain/human-in-the-loop |
| ref-698 | 정책 차단 | - | - | https://arxiv.org/abs/2309.09919 |
| ref-699 | 정책 차단 | 403 | - | https://github.com/YzyLmc/ltl_safety |
| ref-700 | 정책 차단 | - | - | https://arxiv.org/abs/2503.07885 |
| ref-701 | 정책 차단 | 403 | - | https://github.com/KumarRobotics/RoboGuard |
| ref-702 | 정책 차단 | - | - | https://arxiv.org/abs/2503.06892 |
| ref-703 | 정책 차단 | 403 | - | https://github.com/RichardHGL/CHI2025_Plan-then-Execute_LLMAgent |
| ref-704 | 정책 차단 | - | - | https://osralliance.org/wp-content/uploads/2024/03/open-rmf-project-charter.pdf |
| ref-705 | 정책 차단 | - | - | https://opcfoundation.org/certification/how-to-certify/ |
| ref-706 | 정책 차단 | - | - | https://www.rfc-editor.org/info/rfc9745/ |
| ref-707 | 정책 차단 | - | - | https://cdn.standards.iteh.ai/samples/19488/7c0b753be32e46fc986c23c32efbdbe8/IEC-62443-3-3-2013.pdf |
| ref-708 | 정책 차단 | - | - | https://www.iso.org/standard/70636.html |
| ref-709 | 정책 차단 | - | - | https://korea.kr/news/pressReleaseView.do?newsId=156480155 |
| ref-710 | 정책 차단 | 403 | - | http://www.koros.or.kr/bbs/board.php?bo_table=notice27&wr_id=223 |
| ref-711 | 정책 차단 | - | - | https://arxiv.org/abs/2606.31339 |
| ref-712 | 정책 차단 | 403 | - | https://github.com/robotmcp/ros-mcp-server |
| ref-713 | 정책 차단 | - | - | https://dl.acm.org/doi/10.1145/3706598.3713218 |
| ref-714 | 정책 차단 | - | - | https://arxiv.org/abs/2604.04918 |
| ref-715 | 정책 차단 | - | - | https://artificialintelligenceact.eu/article/14/ |
| ref-716 | 정책 차단 | - | - | https://arxiv.org/abs/2502.10036 |
| ref-717 | 정책 차단 | - | - | https://www.isca-archive.org/interspeech_2004/sagawa04_interspeech.pdf |
| ref-718 | 정책 차단 | - | - | https://arxiv.org/abs/1908.06702 |
| ref-719 | 정책 차단 | - | - | https://arxiv.org/abs/2103.11161 |
| ref-720 | 정책 차단 | 403 | - | https://github.com/caspervanengelenburg/ssig |
| ref-721 | 정책 차단 | - | - | https://www.iso.org/standard/82643.html |
| ref-722 | 정책 차단 | - | - | https://scienceon.kisti.re.kr/srch/selectPORSrchReport.do?cn=TRKO201800040065 |
| ref-723 | 정책 차단 | - | - | https://store.astm.org/f3244-21.html |
| ref-724 | 정책 차단 | - | - | https://www.nist.gov/publications/navigation-performance-evaluation-automated-guided-vehicles |
| ref-725 | 정책 차단 | - | - | https://arxiv.org/abs/1807.06757 |
| ref-726 | 정책 차단 | - | - | https://arxiv.org/abs/2206.05728 |
| ref-727 | 정책 차단 | - | - | https://arxiv.org/abs/1708.02354 |
| ref-728 | 정책 차단 | - | - | https://arxiv.org/abs/1902.09458 |
| ref-729 | 정책 차단 | 403 | - | https://github.com/HKUST-Aerial-Robotics/SLABIM |
| ref-730 | 정책 차단 | - | - | https://aclanthology.org/2022.acl-short.33/ |
| ref-731 | 정책 차단 | - | - | https://www.ijcai.org/proceedings/2021/0622.pdf |
| ref-732 | 정책 차단 | - | - | https://arxiv.org/abs/2210.04964 |
| ref-733 | 정책 차단 | - | - | https://www.tandfonline.com/doi/full/10.1080/07408170701283198 |
| ref-734 | 정책 차단 | - | - | https://www.sciencedirect.com/science/article/abs/pii/S0360835203000950 |
| ref-735 | 정책 차단 | 403 | - | https://github.com/Aakriti05/RTAW-Centralised-multi-robot-task-allocation |
| ref-736 | 정책 차단 | - | - | https://proceedings.mlr.press/v267/patil25a.html |
| ref-737 | 정책 차단 | 403 | - | https://github.com/ShishirPatil/gorilla/tree/main/berkeley-function-call-leaderboard |
| ref-738 | 정책 차단 | - | - | https://arxiv.org/abs/2406.12045 |
| ref-739 | 정책 차단 | 403 | - | https://github.com/sierra-research/tau-bench |
| ref-740 | 정책 차단 | - | - | https://arxiv.org/abs/2601.17087 |
| ref-741 | 정책 차단 | - | - | https://arxiv.org/abs/2510.20808 |
| ref-742 | 정책 차단 | 403 | - | https://github.com/coatyio/vda-5050-lib.js |
| ref-743 | 정책 차단 | - | - | https://arxiv.org/abs/2508.02338 |
| ref-744 | 정책 차단 | - | - | https://arxiv.org/abs/2412.13178 |
| ref-745 | 정책 차단 | 403 | - | https://github.com/shengyin1224/SafeAgentBench |
| ref-746 | 정책 차단 | - | - | https://arxiv.org/abs/2408.04667 |
| ref-747 | 정책 차단 | - | - | https://www.industrynews.co.kr/news/articleView.html?idxno=56677 |
| ref-748 | 정책 차단 | 403 | 열림(원문) | https://github.com/json-schema-org/json-schema-spec/blob/main/specs/jsonschema-validation.md |
| ref-749 | 정책 차단 | 403 | - | https://github.com/guidance-ai/jsonschemabench |
| ref-750 | 정책 차단 | - | - | https://arxiv.org/abs/2501.10868 |
| ref-751 | 정책 차단 | 403 | - | https://github.com/KCL-Planning/VAL |
| ref-752 | 정책 차단 | - | - | https://arxiv.org/abs/2305.14909 |
| ref-753 | 정책 차단 | - | - | https://arxiv.org/abs/2507.05118 |
| ref-754 | 정책 차단 | - | - | https://arxiv.org/abs/2509.02761 |
| ref-755 | 정책 차단 | - | - | https://arxiv.org/abs/2211.09935 |
| ref-756 | 정책 차단 | - | - | https://arxiv.org/abs/2606.14574 |
| ref-757 | 정책 차단 | - | - | https://doi.org/10.3390/app16083883 |
| ref-758 | 정책 차단 | - | - | https://arxiv.org/abs/2506.18178 |
| ref-759 | 정책 차단 | - | - | https://arxiv.org/abs/2609.29061 |
| ref-760 | 정책 차단 | - | - | https://ieeexplore.ieee.org/abstract/document/9557549/ |
| ref-761 | 정책 차단 | - | - | https://arxiv.org/abs/2409.19471 |
| ref-762 | 정책 차단 | 403 | 열림(원문) | https://github.com/open-rmf/rmf-web/blob/main/packages/api-server/README.md |
| ref-763 | 정책 차단 | 403 | 열림(원문) | https://github.com/modelcontextprotocol/modelcontextprotocol/blob/main/docs/specification/2025-06-18/basic/authorization.mdx |
| ref-764 | 정책 차단 | - | - | https://artificialintelligenceact.eu/article/12/ |
| ref-765 | 정책 차단 | - | - | https://artificialintelligenceact.eu/article/19/ |
| ref-766 | 정책 차단 | - | - | https://www.law.go.kr/admRulLsInfoP.do?chrClsCd=010202&admRulSeq=2100000229672 |
| ref-767 | 정책 차단 | - | - | https://standards.iteh.ai/catalog/standards/iec/c32e05fe-78a2-467e-a24d-0fc422289f55/iec-62443-3-3-2013 |
| ref-768 | 정책 차단 | - | - | https://nvlpubs.nist.gov/nistpubs/specialpublications/nist.sp.800-162.pdf |
| ref-769 | 정책 차단 | - | - | https://arxiv.org/abs/2504.11703 |
| ref-770 | 정책 차단 | - | - | https://arxiv.org/abs/2501.09674 |
| ref-771 | 정책 차단 | - | - | https://arxiv.org/abs/2501.17070 |
| ref-772 | 정책 차단 | - | - | https://arxiv.org/abs/2605.28071 |
| ref-773 | 정책 차단 | - | - | https://arxiv.org/abs/2512.11147 |
| ref-774 | 정책 차단 | - | - | https://mobile-industrial-robots.com/products/software/mir-fleet |
| ref-775 | 정책 차단 | - | - | https://www.automatedwarehouseonline.com/mir-fleet-enterprise-includes-scalability-cybersecurity-features-mobile-robots/ |
| ref-776 | 정책 차단 | - | - | https://arxiv.org/abs/2606.04990 |
| ref-777 | 정책 차단 | - | - | https://arxiv.org/abs/2510.10379 |
| ref-778 | 정책 차단 | 403 | - | https://github.com/therohangupta/robot-fleet |
| ref-779 | 정책 차단 | - | - | https://arxiv.org/abs/2411.05474 |
| ref-780 | 정책 차단 | - | - | https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11609734 |
| ref-792 | 정책 차단 | - | - | https://arxiv.org/abs/2003.07932 |
| ref-793 | 정책 차단 | - | - | https://arxiv.org/abs/2608.25608 |
| ref-794 | 정책 차단 | - | - | https://ceur-ws.org/Vol-3581/194_WiP.pdf |
| ref-795 | 정책 차단 | - | - | https://arxiv.org/abs/1803.09693 |
| ref-796 | 정책 차단 | - | - | https://arxiv.org/abs/1704.05548 |
| ref-797 | 정책 차단 | - | - | https://arxiv.org/abs/2311.18166 |
| ref-798 | 정책 차단 | 403 | - | https://github.com/weiliansong/A-Scan2BIM |
| ref-799 | 정책 차단 | - | - | https://aclanthology.org/2006.amta-papers.25/ |
